x,y,shapeID,colorNum,color
9317,13936,1,0,Black
9318,13935,1,0,Black
9319,13935,1,0,Black
9320,13936,1,0,Black
9321,13936,1,0,Black
9322,13935,1,0,Black
9323,13935,1,0,Black
9324,13936,1,0,Black
9326,13936,1,0,Black
9327,13935,1,0,Black
9328,13936,1,0,Black
9329,13935,1,0,Black
9330,13935,1,0,Black
9331,13936,1,0,Black
9333,13936,1,0,Black
9334,13935,1,0,Black
9335,13935,1,0,Black
9336,13936,1,0,Black
9337,13936,1,0,Black
9338,13935,1,0,Black
9339,13935,1,0,Black
9340,13936,1,0,Black
9342,13936,1,0,Black
9343,13935,1,0,Black
9344,13936,1,0,Black
9345,13935,1,0,Black
9346,13935,1,0,Black
9347,13936,1,0,Black
9349,13936,1,0,Black
9350,13935,1,0,Black
9351,13935,1,0,Black
9352,13936,1,0,Black
9353,13936,1,0,Black
9354,13935,1,0,Black
9355,13935,1,0,Black
9356,13936,1,0,Black
9358,13936,1,0,Black
9359,13935,1,0,Black
9360,13936,1,0,Black
9361,13935,1,0,Black
9362,13935,1,0,Black
9363,13936,1,0,Black
9365,13936,1,0,Black
9366,13935,1,0,Black
9367,13935,1,0,Black
9368,13936,1,0,Black
9369,13936,1,0,Black
9370,13935,1,0,Black
9371,13935,1,0,Black
9372,13936,1,0,Black
9374,13936,1,0,Black
9375,13935,1,0,Black
9376,13936,1,0,Black
9377,13935,1,0,Black
9380,13935,1,0,Black
9381,13936,1,0,Black
9382,13935,1,0,Black
9383,13935,1,0,Black
9384,13936,1,0,Black
9385,13936,1,0,Black
9386,13935,1,0,Black
9388,13935,1,0,Black
9389,13936,1,0,Black
9389,13872,1,0,Black
9388,13871,1,0,Black
9388,13870,1,0,Black
9389,13869,1,0,Black
9390,13869,1,0,Black
9391,13868,1,0,Black
9390,13868,1,0,Black
9388,13866,1,0,Black
9388,13865,1,0,Black
9391,13862,1,0,Black
9391,13861,1,0,Black
9390,13860,1,0,Black
9390,13859,1,0,Black
9391,13858,1,0,Black
9391,13853,1,0,Black
9392,13852,1,0,Black
9393,13853,1,0,Black
9393,13855,1,0,Black
9393,13854,1,0,Black
9394,13853,1,0,Black
9395,13853,1,0,Black
9396,13854,1,0,Black
9397,13854,1,0,Black
9398,13855,1,0,Black
9399,13855,1,0,Black
9399,13854,1,0,Black
9400,13853,1,0,Black
9401,13854,1,0,Black
9401,13855,1,0,Black
9401,13853,1,0,Black
9402,13852,1,0,Black
9404,13852,1,0,Black
9406,13854,1,0,Black
9406,13855,1,0,Black
9408,13855,1,0,Black
9408,13853,1,0,Black
9409,13852,1,0,Black
9410,13852,1,0,Black
9412,13854,1,0,Black
9412,13855,1,0,Black
9413,13854,1,0,Black
9413,13853,1,0,Black
9414,13852,1,0,Black
9415,13852,1,0,Black
9416,13853,1,0,Black
9416,13855,1,0,Black
9417,13855,1,0,Black
9417,13854,1,0,Black
9419,13852,1,0,Black
9421,13854,1,0,Black
9421,13855,1,0,Black
9422,13855,1,0,Black
9422,13853,1,0,Black
9423,13852,1,0,Black
9424,13853,1,0,Black
9424,13855,1,0,Black
9424,13854,1,0,Black
9426,13852,1,0,Black
9427,13853,1,0,Black
9427,13855,1,0,Black
9429,13855,1,0,Black
9429,13853,1,0,Black
9430,13852,1,0,Black
9431,13852,1,0,Black
9432,13853,1,0,Black
9432,13855,1,0,Black
9433,13855,1,0,Black
9433,13854,1,0,Black
9435,13852,1,0,Black
9436,13853,1,0,Black
9436,13854,1,0,Black
9437,13855,1,0,Black
9438,13855,1,0,Black
9438,13853,1,0,Black
9439,13852,1,0,Black
9439,13821,1,0,Black
9438,13821,1,0,Black
9437,13820,1,0,Black
9437,13819,1,0,Black
9436,13818,1,0,Black
9437,13817,1,0,Black
9437,13816,1,0,Black
9438,13815,1,0,Black
9439,13815,1,0,Black
9439,13811,1,0,Black
9437,13809,1,0,Black
9437,13808,1,0,Black
9438,13807,1,0,Black
9439,13807,1,0,Black
9439,13805,1,0,Black
9440,13804,1,0,Black
9441,13804,1,0,Black
9442,13805,1,0,Black
9442,13807,1,0,Black
9443,13807,1,0,Black
9444,13806,1,0,Black
9445,13807,1,0,Black
9445,13806,1,0,Black
9446,13805,1,0,Black
9448,13805,1,0,Black
9449,13806,1,0,Black
9449,13807,1,0,Black
9449,13806,1,0,Black
9451,13804,1,0,Black
9453,13804,1,0,Black
9454,13805,1,0,Black
9454,13807,1,0,Black
9456,13807,1,0,Black
9456,13805,1,0,Black
9457,13804,1,0,Black
9458,13804,1,0,Black
9460,13806,1,0,Black
9460,13807,1,0,Black
9461,13806,1,0,Black
9461,13805,1,0,Black
9462,13804,1,0,Black
9463,13804,1,0,Black
9464,13805,1,0,Black
9464,13807,1,0,Black
9465,13807,1,0,Black
9465,13806,1,0,Black
9467,13804,1,0,Black
9469,13806,1,0,Black
9469,13807,1,0,Black
9470,13807,1,0,Black
9470,13805,1,0,Black
9471,13804,1,0,Black
9472,13805,1,0,Black
9472,13807,1,0,Black
9472,13805,1,0,Black
9473,13804,1,0,Black
9474,13804,1,0,Black
9475,13805,1,0,Black
9475,13807,1,0,Black
9477,13807,1,0,Black
9477,13805,1,0,Black
9478,13804,1,0,Black
9479,13804,1,0,Black
9480,13805,1,0,Black
9480,13807,1,0,Black
9481,13807,1,0,Black
9481,13805,1,0,Black
9482,13804,1,0,Black
9483,13804,1,0,Black
9484,13805,1,0,Black
9484,13807,1,0,Black
9485,13807,1,0,Black
9485,13804,1,0,Black
9486,13803,1,0,Black
9486,13798,1,0,Black
9485,13797,1,0,Black
9485,13795,1,0,Black
9486,13794,1,0,Black
9486,13792,1,0,Black
9485,13791,1,0,Black
9485,13696,1,0,Black
9486,13695,1,0,Black
9486,13693,1,0,Black
9485,13692,1,0,Black
9485,13689,1,0,Black
9486,13688,1,0,Black
9485,13687,1,0,Black
9485,13685,1,0,Black
9486,13684,1,0,Black
6624,13552,2,0,Black
6624,13583,2,0,Black
6626,13583,2,0,Black
6627,13584,2,0,Black
6626,13585,2,0,Black
6626,13586,2,0,Black
6625,13587,2,0,Black
6625,13590,2,0,Black
6626,13591,2,0,Black
6626,13593,2,0,Black
6627,13594,2,0,Black
6627,13595,2,0,Black
6626,13596,2,0,Black
6626,13597,2,0,Black
6625,13598,2,0,Black
6625,13599,2,0,Black
6624,13600,2,0,Black
6617,13600,2,0,Black
6617,13601,2,0,Black
6616,13602,2,0,Black
6614,13602,2,0,Black
6613,13603,2,0,Black
6608,13603,2,0,Black
6607,13602,2,0,Black
6607,13600,2,0,Black
6607,13602,2,0,Black
6606,13603,2,0,Black
6605,13603,2,0,Black
6603,13601,2,0,Black
6603,13600,2,0,Black
6602,13601,2,0,Black
6602,13602,2,0,Black
6601,13603,2,0,Black
6600,13603,2,0,Black
6599,13602,2,0,Black
6599,13600,2,0,Black
6598,13600,2,0,Black
6598,13601,2,0,Black
6596,13603,2,0,Black
6594,13601,2,0,Black
6594,13600,2,0,Black
6593,13600,2,0,Black
6593,13602,2,0,Black
6592,13603,2,0,Black
6591,13602,2,0,Black
6591,13600,2,0,Black
6591,13602,2,0,Black
6589,13604,2,0,Black
6588,13603,2,0,Black
6588,13601,2,0,Black
6587,13600,2,0,Black
6586,13600,2,0,Black
6586,13602,2,0,Black
6585,13603,2,0,Black
6584,13603,2,0,Black
6583,13602,2,0,Black
6583,13600,2,0,Black
6582,13600,2,0,Black
6582,13601,2,0,Black
6580,13603,2,0,Black
6579,13602,2,0,Black
6579,13601,2,0,Black
6578,13600,2,0,Black
6578,13807,2,0,Black
6579,13808,2,0,Black
6579,13813,2,0,Black
6578,13814,2,0,Black
6578,13815,2,0,Black
6576,13817,2,0,Black
6577,13817,2,0,Black
6579,13819,2,0,Black
6579,13820,2,0,Black
6577,13822,2,0,Black
6576,13822,2,0,Black
6576,13826,2,0,Black
6575,13827,2,0,Black
6573,13825,2,0,Black
6573,13824,2,0,Black
6571,13824,2,0,Black
6570,13823,2,0,Black
6570,13825,2,0,Black
6568,13827,2,0,Black
6567,13827,2,0,Black
6565,13825,2,0,Black
6565,13824,2,0,Black
6562,13824,2,0,Black
6562,13825,2,0,Black
6560,13827,2,0,Black
6559,13826,2,0,Black
6559,13824,2,0,Black
6528,13824,2,0,Black
6528,13900,2,0,Black
6559,13900,2,0,Black
6559,13896,2,0,Black
6560,13895,2,0,Black
6562,13897,2,0,Black
6561,13898,2,0,Black
6561,13899,2,0,Black
6562,13900,2,0,Black
6561,13901,2,0,Black
6562,13900,2,0,Black
6566,13900,2,0,Black
6566,13899,2,0,Black
6567,13898,2,0,Black
6569,13898,2,0,Black
6570,13899,2,0,Black
6569,13900,2,0,Black
6568,13900,2,0,Black
6569,13900,2,0,Black
6570,13901,2,0,Black
6571,13900,2,0,Black
6572,13901,2,0,Black
6573,13901,2,0,Black
6574,13902,2,0,Black
6574,13903,2,0,Black
6574,13902,2,0,Black
6575,13901,2,0,Black
6576,13902,2,0,Black
6576,13903,2,0,Black
6578,13903,2,0,Black
6579,13904,2,0,Black
6579,13905,2,0,Black
6578,13906,2,0,Black
6579,13907,2,0,Black
6579,13908,2,0,Black
6576,13911,2,0,Black
6577,13911,2,0,Black
6579,13913,2,0,Black
6579,13916,2,0,Black
6576,13919,2,0,Black
6577,13919,2,0,Black
6578,13920,2,0,Black
6578,13935,2,0,Black
6579,13936,2,0,Black
6580,13936,2,0,Black
6581,13935,2,0,Black
6583,13935,2,0,Black
6584,13936,2,0,Black
6585,13936,2,0,Black
6586,13935,2,0,Black
6588,13935,2,0,Black
6589,13936,2,0,Black
6590,13936,2,0,Black
6591,13935,2,0,Black
6592,13936,2,0,Black
6593,13935,2,0,Black
6594,13935,2,0,Black
6595,13936,2,0,Black
6597,13936,2,0,Black
6598,13935,2,0,Black
6599,13935,2,0,Black
6600,13936,2,0,Black
6601,13936,2,0,Black
6602,13935,2,0,Black
6603,13935,2,0,Black
6604,13936,2,0,Black
6606,13936,2,0,Black
6607,13935,2,0,Black
6608,13936,2,0,Black
6609,13935,2,0,Black
6610,13935,2,0,Black
6611,13936,2,0,Black
6613,13936,2,0,Black
6614,13935,2,0,Black
6615,13935,2,0,Black
6616,13936,2,0,Black
6617,13936,2,0,Black
6618,13935,2,0,Black
6619,13935,2,0,Black
6620,13936,2,0,Black
6622,13936,2,0,Black
6623,13935,2,0,Black
6624,13936,2,0,Black
6625,13935,2,0,Black
6626,13935,2,0,Black
6627,13936,2,0,Black
6629,13936,2,0,Black
6630,13935,2,0,Black
6631,13935,2,0,Black
6632,13936,2,0,Black
6633,13936,2,0,Black
6634,13935,2,0,Black
6635,13935,2,0,Black
6636,13936,2,0,Black
6638,13936,2,0,Black
6639,13935,2,0,Black
6640,13936,2,0,Black
6641,13935,2,0,Black
6642,13935,2,0,Black
6643,13936,2,0,Black
6645,13936,2,0,Black
6646,13935,2,0,Black
6647,13935,2,0,Black
6648,13936,2,0,Black
6649,13936,2,0,Black
6650,13935,2,0,Black
6651,13935,2,0,Black
6652,13936,2,0,Black
6654,13936,2,0,Black
6655,13935,2,0,Black
6656,13936,2,0,Black
6657,13935,2,0,Black
6658,13935,2,0,Black
6659,13936,2,0,Black
6661,13936,2,0,Black
6662,13935,2,0,Black
6663,13935,2,0,Black
6664,13936,2,0,Black
6665,13936,2,0,Black
6666,13935,2,0,Black
6667,13935,2,0,Black
6668,13936,2,0,Black
6670,13936,2,0,Black
6671,13935,2,0,Black
6672,13936,2,0,Black
6673,13935,2,0,Black
6674,13935,2,0,Black
6675,13936,2,0,Black
6677,13936,2,0,Black
6678,13935,2,0,Black
6679,13935,2,0,Black
6680,13936,2,0,Black
6681,13936,2,0,Black
6682,13935,2,0,Black
6683,13935,2,0,Black
6684,13936,2,0,Black
6686,13936,2,0,Black
6687,13935,2,0,Black
6688,13936,2,0,Black
6689,13935,2,0,Black
6690,13935,2,0,Black
6691,13936,2,0,Black
6693,13936,2,0,Black
6694,13935,2,0,Black
6695,13935,2,0,Black
6696,13936,2,0,Black
6697,13936,2,0,Black
6698,13935,2,0,Black
6699,13935,2,0,Black
6700,13936,2,0,Black
6702,13936,2,0,Black
6703,13935,2,0,Black
6704,13936,2,0,Black
6705,13935,2,0,Black
6706,13935,2,0,Black
6707,13936,2,0,Black
6709,13936,2,0,Black
6710,13935,2,0,Black
6711,13935,2,0,Black
6712,13936,2,0,Black
6713,13936,2,0,Black
6714,13935,2,0,Black
6715,13935,2,0,Black
6716,13936,2,0,Black
6718,13936,2,0,Black
6719,13935,2,0,Black
6720,13936,2,0,Black
6721,13935,2,0,Black
